city,date,pm25,pm10,no2,so2,o3,co,dust,uv,nh3
Архангельск,2023-01-01,5.5249999999999995,6.3625,6.933333333333334,1.875,42.666666666666664,190.79166666666666,0.0,0.0,0.09166666666666667
Архангельск,2023-01-02,4.3,5.325,5.483333333333333,2.9583333333333335,49.25,170.45833333333334,0.0,0.004166666666666667,0.07083333333333335
Архангельск,2023-01-03,4.7,6.004166666666666,7.325,3.1166666666666667,59.625,190.25,0.0,0.006250000000000001,0.08333333333333333
Архангельск,2023-01-04,6.504166666666666,7.433333333333334,12.112499999999999,6.491666666666667,45.541666666666664,233.70833333333334,0.0,0.006250000000000001,0.19166666666666668
Архангельск,2023-01-05,8.083333333333334,8.795833333333333,13.633333333333333,7.075,49.291666666666664,242.45833333333334,0.0,0.006250000000000001,0.17500000000000002
Архангельск,2023-01-06,11.145833333333334,12.179166666666667,23.791666666666668,6.795833333333333,49.708333333333336,314.5,0.0,0.006250000000000001,0.3833333333333333
Архангельск,2023-01-07,10.283333333333333,11.879166666666665,19.654166666666665,4.945833333333334,53.208333333333336,273.125,0.0,0.006250000000000001,0.3333333333333333
Архангельск,2023-01-08,11.291666666666666,12.362499999999999,19.775000000000002,4.991666666666666,51.208333333333336,274.4166666666667,0.0,0.006250000000000001,0.38333333333333336
Архангельск,2023-01-09,8.175,8.870833333333334,11.870833333333332,3.454166666666667,57.0,219.70833333333334,0.0,0.010416666666666666,0.20833333333333334
Архангельск,2023-01-10,6.541666666666667,7.125,9.220833333333333,4.425,69.16666666666667,190.33333333333334,0.0,0.010416666666666666,0.15
Архангельск,2023-01-11,6.2124999999999995,7.441666666666666,8.654166666666667,4.033333333333333,58.125,188.125,0.0,0.004166666666666667,0.08750000000000001
Архангельск,2023-01-12,4.916666666666667,6.2250000000000005,7.554166666666666,3.4625,58.25,183.41666666666666,0.0,0.006250000000000001,0.0375
Архангельск,2023-01-13,5.866666666666667,6.970833333333334,7.933333333333334,3.6,51.791666666666664,202.08333333333334,0.0,0.006250000000000001,0.07916666666666668
Архангельск,2023-01-14,7.070833333333333,8.183333333333334,8.104166666666666,2.408333333333333,39.958333333333336,205.625,0.0,0.004166666666666667,0.09583333333333334
